Exp,Wks,BlueCol,Ind,South,SMSA,Married,Sex,Union,Ed,Black,LWage
17,51,no,0,yes,yes,yes,male,no,12,no,6.76504
18,50,no,0,yes,yes,yes,male,no,12,no,6.68211
25,50,yes,1,no,yes,yes,male,no,9,no,6.51471
26,42,yes,1,no,yes,yes,male,no,9,no,6.76273
27,49,yes,1,no,yes,yes,male,no,9,no,6.93731
28,48,yes,1,no,yes,yes,male,no,9,no,6.82979
29,38,yes,1,no,yes,yes,male,no,9,no,6.88244
30,50,yes,1,no,yes,yes,male,no,9,no,6.98008
31,49,yes,1,no,yes,yes,male,no,9,no,7.09008
9,49,no,1,yes,yes,yes,male,no,16,no,6.4677
10,49,no,1,yes,yes,yes,male,no,16,no,6.62007
11,49,no,0,yes,yes,yes,male,no,16,no,6.76849
12,47,no,0,yes,yes,yes,male,no,16,no,6.99577
13,49,no,0,yes,yes,yes,male,no,16,no,7.13648
14,48,no,0,yes,yes,yes,male,no,16,no,7.37776
15,48,no,0,yes,yes,yes,male,no,16,no,7.54961
2,50,yes,0,no,yes,yes,male,yes,14,no,6.29711
3,50,yes,0,no,yes,yes,male,yes,14,no,6.49224
4,50,no,0,no,yes,yes,male,yes,14,no,6.74524
5,49,yes,0,no,yes,yes,male,yes,14,no,6.88244
6,50,yes,0,no,yes,yes,male,yes,14,no,6.95655
7,49,yes,0,no,yes,yes,male,yes,14,no,7.04752
8,48,yes,0,no,yes,yes,male,yes,14,no,7.1309
9,49,no,0,no,yes,yes,male,yes,12,no,6.60259
10,49,no,0,no,yes,yes,male,yes,12,no,6.62407
11,49,no,0,no,yes,yes,male,yes,12,no,6.71538
12,49,no,0,no,yes,yes,male,yes,12,no,6.84268
13,47,no,0,no,yes,yes,male,yes,12,no,7.02554
14,48,no,0,no,yes,yes,male,yes,12,no,7.2233
15,47,no,0,no,yes,yes,male,yes,12,no,7.09008
31,46,yes,0,no,yes,yes,male,yes,10,no,6.56526
32,47,yes,0,no,yes,yes,male,yes,10,no,6.65929
33,47,yes,0,no,yes,yes,male,yes,10,no,6.78784
34,47,yes,0,no,yes,yes,male,yes,10,no,6.85435
35,47,yes,0,no,yes,yes,male,yes,10,no,6.96602
36,47,yes,0,no,yes,yes,male,yes,10,no,7.15383
37,47,yes,0,no,yes,yes,male,yes,10,no,7.10906
9,49,no,0,no,yes,no,female,no,16,no,6.52209
10,49,no,0,no,yes,no,female,no,16,no,6.58617
11,47,no,0,no,yes,no,female,no,16,no,6.65286
12,48,no,0,no,yes,no,female,no,16,no,6.65286
13,48,no,0,no,yes,no,female,no,16,no,6.77765
14,47,no,0,no,yes,no,female,no,16,no,6.80239
15,48,no,0,no,yes,no,female,no,16,no,6.93049
16,47,no,0,yes,yes,no,female,no,11,yes,6.05678
17,50,no,0,yes,yes,no,female,no,11,yes,6.23441
18,50,no,0,yes,yes,no,female,no,11,yes,6.39693
19,50,no,0,yes,yes,no,female,no,11,yes,6.39859
20,50,no,0,yes,yes,no,female,no,11,yes,6.39693
21,49,no,0,yes,yes,no,female,no,11,yes,6.39693
22,47,no,0,yes,yes,no,female,no,11,yes,6.47697
13,50,yes,0,no,no,yes,male,no,9,no,5.76832
14,50,yes,0,no,no,yes,male,no,9,no,5.85793
15,49,yes,0,no,no,yes,male,no,9,no,6.03787
16,50,yes,0,no,no,yes,male,no,9,no,6.10702
17,50,yes,0,no,no,yes,male,no,9,no,6.17379
18,50,yes,0,no,no,yes,male,no,9,no,6.23245
19,49,yes,0,no,no,yes,male,no,9,no,6.2672
20,46,yes,0,yes,yes,no,female,yes,11,yes,5.68358
21,45,yes,0,yes,yes,no,female,yes,11,yes,5.73334
22,41,yes,0,yes,yes,no,female,yes,11,yes,5.8861
23,40,yes,0,yes,yes,no,female,no,11,yes,5.94542
24,38,yes,0,yes,yes,no,female,yes,11,yes,6.01372
25,42,no,0,yes,yes,no,female,no,11,yes,6.02345
26,36,no,0,yes,yes,no,female,no,11,yes,6.10702
27,47,no,0,no,no,yes,male,no,12,no,6.49224
28,48,no,0,no,no,yes,male,no,12,no,6.55108
29,48,no,0,no,no,yes,male,no,12,no,6.60665
30,48,no,0,no,no,yes,male,no,12,no,6.68461
31,47,no,0,no,no,yes,male,no,12,no,6.74524
32,49,yes,0,no,no,yes,male,no,12,no,6.80239
33,47,no,0,no,no,yes,male,no,12,no,6.85646
21,50,no,0,yes,yes,yes,male,no,12,no,6.82979
22,50,no,0,yes,yes,yes,male,no,12,no,6.90575
23,49,no,0,yes,yes,yes,male,no,12,no,6.90776
24,50,no,0,yes,yes,yes,male,no,12,no,7.04752
25,52,no,0,yes,yes,yes,male,no,12,no,7.20786
26,50,no,0,yes,yes,yes,male,no,12,no,6.94986
27,50,no,0,yes,yes,yes,male,no,12,no,7.40853
3,50,no,1,no,yes,yes,male,no,15,no,6.49224
4,49,no,1,no,no,yes,male,no,15,no,6.65929
5,52,no,1,no,no,yes,male,no,15,no,6.65673
6,50,no,0,no,no,yes,male,no,15,no,6.80239
7,50,no,1,no,no,yes,male,no,15,no,7.08171
8,50,no,1,no,no,yes,male,no,15,no,7.15929
9,48,no,1,no,no,yes,male,no,15,no,7.2724
22,49,yes,1,yes,yes,yes,male,no,7,no,6.49224
23,48,yes,1,yes,yes,yes,male,no,7,no,6.54391
24,49,yes,1,yes,yes,yes,male,no,7,no,6.50728
25,50,yes,1,yes,yes,yes,male,no,7,no,6.71538
26,49,yes,1,yes,yes,yes,male,no,7,no,6.73934
27,50,yes,1,yes,yes,yes,male,no,7,no,6.89264
28,49,yes,1,yes,yes,yes,male,no,7,no,6.95177
30,52,yes,1,yes,yes,yes,male,yes,10,no,6.36303
31,50,yes,1,yes,yes,yes,male,yes,10,no,6.40523
32,50,yes,1,yes,yes,yes,male,yes,10,no,6.41346
33,50,yes,1,yes,yes,yes,male,yes,10,no,6.42162
34,49,yes,1,yes,yes,yes,male,yes,10,no,6.43775
35,48,yes,0,yes,yes,yes,male,yes,10,no,6.62007
36,48,yes,0,yes,yes,yes,male,yes,10,no,6.68461
26,48,yes,1,no,yes,yes,male,yes,11,no,6.37161
27,48,yes,1,no,yes,yes,male,yes,11,no,6.41673
28,48,yes,1,no,yes,yes,male,yes,11,no,6.39693
29,45,yes,1,no,yes,yes,male,yes,11,no,6.55108
30,47,yes,1,no,yes,yes,male,yes,11,no,6.90776
31,48,yes,1,no,yes,yes,male,yes,11,no,6.80239
32,47,yes,1,no,yes,yes,male,yes,11,no,6.90776
20,49,yes,0,no,yes,yes,male,yes,12,yes,6.43775
21,49,yes,0,no,yes,yes,male,yes,12,yes,6.43775
22,49,yes,0,no,yes,yes,male,yes,12,yes,6.33683
23,49,yes,0,no,yes,yes,male,yes,12,yes,6.37673
24,50,yes,0,no,yes,yes,male,yes,12,yes,6.39359
25,50,yes,0,no,yes,yes,male,yes,12,yes,6.71538
26,51,yes,0,no,yes,yes,male,yes,12,yes,6.54391
29,43,yes,0,no,yes,no,male,yes,12,yes,6.80239
30,42,yes,0,no,yes,yes,male,yes,12,yes,6.90575
31,46,yes,0,no,yes,yes,male,yes,12,yes,6.96602
32,45,yes,0,no,yes,yes,male,yes,12,yes,6.95655
33,46,yes,0,no,yes,yes,male,yes,12,yes,7.09008
34,41,yes,0,no,yes,yes,male,yes,12,yes,7.1309
35,43,yes,0,no,yes,yes,male,yes,12,yes,6.9613
27,51,no,0,no,yes,yes,male,yes,12,no,5.78383
28,49,no,0,no,yes,yes,male,yes,12,no,6.12249
29,50,yes,0,no,yes,yes,male,yes,12,no,6.10925
30,50,no,0,no,yes,yes,male,yes,12,no,6.10925
31,45,yes,0,no,yes,yes,male,yes,12,no,6.16331
32,50,yes,0,no,yes,yes,male,yes,12,no,6.19236
33,49,yes,0,no,yes,yes,male,yes,12,no,6.49677
10,47,yes,0,no,yes,yes,male,yes,12,no,6.60665
11,52,yes,0,no,yes,yes,male,yes,12,no,6.7334
12,50,yes,0,no,yes,yes,male,yes,12,no,6.79122
13,49,no,0,no,yes,yes,male,yes,12,no,6.84588
14,51,yes,0,no,yes,yes,male,yes,12,no,6.95559
15,50,yes,0,no,yes,yes,male,yes,12,no,7.12287
16,50,yes,0,no,yes,yes,male,yes,12,no,7.16549
17,49,no,0,yes,yes,yes,male,no,14,no,6.90575
18,49,no,0,yes,yes,yes,male,no,14,no,6.90575
19,49,no,0,yes,yes,yes,male,no,14,no,7.26193
20,49,no,0,yes,yes,yes,male,no,14,no,7.27932
21,50,no,0,yes,yes,yes,male,no,14,no,7.39326
22,49,no,0,yes,yes,yes,male,no,14,no,7.35947
23,49,no,0,yes,no,yes,male,no,14,no,7.86327
6,46,yes,1,yes,yes,yes,male,no,17,no,6.56526
7,49,yes,1,yes,yes,yes,male,no,17,no,6.55108
8,52,yes,1,yes,yes,yes,male,no,17,no,6.63332
9,49,yes,1,yes,yes,yes,male,no,17,no,6.61607
10,49,yes,1,yes,yes,yes,male,no,17,no,6.80461
11,50,yes,1,yes,yes,yes,male,no,17,no,6.90776
12,51,yes,1,yes,yes,yes,male,no,17,no,7.18539
34,44,no,0,yes,yes,yes,male,no,14,no,6.80239
35,45,no,0,yes,yes,yes,male,no,14,no,6.90575
36,44,no,0,yes,yes,yes,male,no,14,no,7.09008
37,46,no,0,yes,yes,yes,male,no,14,no,7.1309
38,45,no,0,yes,yes,yes,male,no,14,no,7.24423
39,43,no,0,yes,yes,yes,male,no,14,no,7.31322
40,43,no,0,yes,yes,yes,male,no,14,no,7.31322
21,39,yes,0,yes,yes,yes,male,yes,14,no,6.90575
22,52,yes,0,no,yes,yes,male,yes,14,no,6.90575
23,52,yes,0,no,yes,no,male,yes,14,no,7.11151
24,48,yes,0,no,yes,no,male,yes,14,no,7.2717
25,52,yes,0,no,yes,no,male,yes,14,no,7.33889
26,50,yes,0,no,yes,no,male,yes,14,no,7.34601
27,50,yes,0,no,yes,no,male,yes,14,no,7.59287
30,48,yes,0,yes,yes,yes,male,no,11,no,6.74759
31,47,yes,0,yes,yes,yes,male,no,11,no,6.84268
32,46,yes,0,yes,yes,yes,male,no,11,no,6.93731
33,47,yes,0,yes,yes,yes,male,no,11,no,7.03878
34,47,yes,0,yes,yes,yes,male,no,11,no,7.1309
35,47,yes,0,yes,yes,yes,male,no,11,no,7.22621
36,46,yes,0,yes,yes,yes,male,no,11,no,7.32317
35,52,yes,1,yes,yes,yes,male,yes,9,no,6.29527
36,51,yes,1,yes,yes,yes,male,yes,9,no,6.45047
37,51,no,1,yes,yes,yes,male,no,9,no,6.39192
38,48,no,1,yes,yes,yes,male,no,9,no,6.57786
39,48,no,1,yes,yes,yes,male,no,9,no,6.56103
40,48,no,1,yes,no,yes,male,no,9,no,6.59715
41,47,no,1,yes,no,yes,male,no,9,no,6.65673
17,48,no,0,yes,yes,yes,male,no,16,no,6.35957
18,50,no,0,yes,yes,yes,male,no,16,no,6.39693
19,50,no,0,yes,yes,yes,male,no,16,no,6.47697
20,49,no,0,yes,yes,yes,male,no,16,no,6.08677
21,45,no,0,yes,yes,yes,male,no,16,no,6.65929
22,51,no,0,yes,yes,yes,male,no,16,no,6.79122
23,25,no,0,yes,yes,yes,male,no,16,no,6.84055
15,48,yes,1,no,no,yes,male,yes,12,no,6.44413
16,44,yes,1,no,no,yes,male,yes,12,no,6.56808
17,48,yes,1,no,no,yes,male,yes,12,no,6.63463
18,46,yes,1,no,no,yes,male,yes,12,no,6.7334
19,48,yes,1,no,no,yes,male,yes,12,no,6.83411
20,48,yes,1,no,no,yes,male,yes,12,no,6.93537
21,46,yes,1,no,no,yes,male,yes,12,no,7.01661
3,49,yes,0,yes,no,yes,male,no,12,yes,6.21461
4,50,yes,0,yes,no,yes,male,no,12,yes,6.21461
5,50,yes,0,yes,no,yes,male,no,12,yes,6.41346
6,50,yes,0,yes,no,yes,male,no,12,yes,6.50728
7,50,yes,0,yes,no,yes,male,no,12,yes,6.69703
8,50,yes,0,yes,no,yes,male,no,12,yes,6.69703
9,50,yes,0,yes,no,yes,male,no,12,yes,6.77422
32,48,yes,1,no,no,yes,male,yes,7,no,6.05912
33,49,yes,1,no,no,yes,male,yes,7,no,6.11147
34,31,yes,1,no,no,yes,male,yes,7,no,6.27288
35,48,yes,1,no,no,yes,male,yes,7,no,6.31173
36,44,yes,1,no,no,yes,male,yes,7,no,6.41836
37,45,yes,1,no,no,yes,male,yes,7,no,6.57925
38,50,yes,1,no,no,yes,male,yes,7,no,6.66058
10,45,yes,1,no,no,yes,male,no,12,no,6.05209
11,47,yes,1,no,no,yes,male,no,12,no,6.10925
12,48,yes,1,no,no,no,male,no,12,no,6.21461
13,49,yes,1,no,no,no,male,no,12,no,6.30992
14,45,yes,0,no,no,no,male,no,12,no,6.55108
15,50,yes,0,no,no,yes,male,no,12,no,6.55108
16,52,yes,0,no,no,yes,male,no,12,no,6.62007
3,49,no,0,yes,yes,no,male,no,17,no,6.77992
4,51,no,0,yes,yes,no,male,no,17,no,6.86693
5,50,no,0,yes,yes,no,male,no,17,no,6.8977
6,50,no,0,yes,yes,yes,male,no,17,no,6.96885
7,50,no,0,yes,yes,yes,male,no,17,no,7.05876
8,51,no,0,yes,yes,yes,male,no,17,no,7.1309
9,49,no,0,yes,yes,yes,male,no,17,no,6.98472
13,49,no,1,no,yes,yes,male,no,16,no,6.53669
14,48,no,1,no,yes,yes,male,no,16,no,6.65929
15,49,no,1,no,yes,yes,male,no,16,no,6.79122
16,46,no,1,no,yes,yes,male,no,16,no,6.88755
17,47,no,1,no,yes,yes,male,no,16,no,6.98472
18,48,no,1,no,yes,yes,male,no,16,no,7.09008
19,47,no,1,no,yes,yes,male,no,16,no,7.24423
31,42,yes,1,no,yes,yes,male,yes,6,yes,6.38012
32,48,yes,1,no,yes,yes,male,yes,6,yes,6.46147
33,48,yes,1,no,yes,yes,male,yes,6,yes,6.54822
34,47,yes,1,no,yes,yes,male,yes,6,yes,6.6733
35,47,yes,1,no,yes,yes,male,yes,6,yes,6.77194
36,39,yes,1,no,yes,yes,male,yes,6,yes,6.89467
37,47,yes,1,no,yes,yes,male,yes,6,yes,6.95655
13,28,yes,1,no,yes,yes,male,yes,10,no,6.50877
14,50,yes,1,no,yes,yes,male,yes,10,no,6.60259
15,48,yes,1,no,yes,yes,male,yes,10,no,6.69332
16,49,yes,1,no,yes,yes,male,yes,10,no,6.75344
17,46,yes,1,no,yes,yes,male,yes,10,no,6.80128
18,33,no,0,no,yes,yes,male,yes,10,no,6.95559
19,51,yes,1,no,yes,yes,male,yes,10,no,7.03351
7,49,yes,0,no,yes,no,male,yes,12,no,6.58617
8,42,yes,0,no,yes,no,male,yes,12,no,6.68586
9,28,yes,0,no,yes,no,male,no,12,no,6.78559
10,38,yes,0,no,yes,no,male,yes,12,no,6.7334
11,48,no,1,no,yes,no,male,no,12,no,7.6009
12,39,yes,0,no,yes,yes,male,no,12,no,7.18311
13,44,no,0,no,yes,yes,male,no,12,no,7.49554
16,50,no,0,no,yes,yes,male,no,16,no,6.90575
17,48,no,0,no,yes,yes,male,no,16,no,6.90575
18,51,no,0,no,yes,yes,male,no,16,no,6.90776
19,50,no,0,no,yes,yes,male,no,16,no,7.1309
20,49,no,0,no,yes,yes,male,no,16,no,7.20786
21,52,no,0,no,yes,yes,male,no,16,no,7.44659
22,51,no,0,no,yes,yes,male,no,16,no,7.46737
21,50,yes,0,no,yes,yes,male,yes,12,no,6.90575
22,50,yes,0,no,yes,yes,male,yes,12,no,6.90575
23,50,yes,0,no,yes,yes,male,yes,12,no,7.16627
24,50,yes,0,no,yes,yes,male,yes,12,no,7.1309
25,50,yes,0,no,yes,yes,male,yes,12,no,7.37776
26,50,yes,0,no,yes,yes,male,yes,12,no,7.40853
27,50,yes,0,no,yes,yes,male,yes,12,no,7.47591
15,50,yes,1,no,yes,yes,male,yes,12,no,6.55108
16,50,yes,1,no,yes,yes,male,yes,12,no,6.68461
17,46,yes,1,no,yes,yes,male,yes,12,no,6.80239
18,41,yes,1,no,yes,yes,male,yes,12,no,6.82437
19,49,yes,1,no,yes,yes,male,yes,12,no,6.93245
20,49,yes,1,no,yes,yes,male,yes,12,no,7.00307
21,49,yes,1,no,yes,yes,male,yes,12,no,7.05186
5,48,no,0,yes,yes,yes,male,no,16,no,6.90575
6,49,no,0,yes,yes,yes,male,no,16,no,6.90575
7,49,no,0,yes,yes,yes,male,no,16,no,7.1309
8,48,no,0,yes,yes,yes,male,no,16,no,7.24423
9,48,no,0,yes,yes,yes,male,no,16,no,7.46737
10,47,no,0,yes,yes,yes,male,no,16,no,7.45008
11,47,no,0,yes,yes,yes,male,no,16,no,7.64969
3,48,yes,1,no,no,yes,male,yes,13,no,6.39693
4,43,yes,1,no,yes,yes,male,yes,13,no,6.48004
5,48,yes,1,no,yes,yes,male,yes,13,no,6.54965
6,47,yes,1,no,yes,yes,male,yes,13,no,6.65415
7,44,yes,1,no,yes,yes,male,yes,13,no,6.68461
8,46,yes,1,no,yes,yes,male,yes,13,no,6.82979
9,48,yes,1,no,yes,yes,male,yes,13,no,6.97541
25,52,no,0,no,yes,yes,male,no,17,no,6.80239
26,44,no,0,no,yes,yes,male,no,17,no,6.90575
27,46,no,0,no,yes,yes,male,no,17,no,7.09506
28,46,no,0,no,yes,yes,male,no,17,no,7.18007
29,45,no,0,no,yes,yes,male,no,17,no,7.27932
30,46,no,0,no,yes,yes,male,no,17,no,7.34601
31,47,no,0,no,yes,yes,male,no,17,no,7.46737
4,42,no,0,yes,no,no,female,no,16,no,6.12249
5,50,no,0,yes,no,no,female,no,16,no,6.14847
6,37,no,0,yes,no,no,female,no,16,no,6.20658
7,38,no,0,yes,no,no,female,no,16,no,6.30992
8,38,no,0,yes,no,no,female,no,16,no,6.58341
9,42,no,0,yes,no,no,female,no,16,no,6.58617
10,40,no,0,yes,no,no,female,no,16,no,6.62672
40,50,yes,1,no,yes,yes,male,yes,10,no,6.38856
41,50,yes,1,no,yes,yes,male,yes,10,no,6.43775
42,49,yes,1,no,yes,yes,male,yes,10,no,6.47697
43,50,yes,1,no,yes,yes,male,yes,10,no,6.56386
44,52,yes,0,no,yes,yes,male,no,10,no,6.44572
45,50,yes,0,no,yes,yes,male,no,10,no,6.88244
46,51,yes,0,no,yes,yes,male,no,10,no,6.96602
20,22,yes,0,no,no,no,female,no,12,no,5.59842
21,44,yes,0,no,no,no,female,no,12,no,5.70378
22,52,yes,0,no,no,no,female,no,12,no,5.82895
23,52,yes,0,no,no,no,female,no,12,no,6.05209
24,50,yes,0,no,no,no,female,no,12,no,6.10925
25,44,yes,0,no,no,no,female,no,12,no,6.16331
26,48,yes,0,no,no,no,female,no,12,no,6.39693
5,51,yes,1,no,no,yes,male,no,16,no,6.02102
6,47,yes,1,no,no,yes,male,no,16,no,6.17379
7,46,no,1,no,no,yes,male,no,16,no,6.30992
8,49,no,1,no,no,yes,male,no,16,no,6.57925
9,48,yes,1,no,no,yes,male,no,16,no,6.65673
10,48,yes,1,no,no,yes,male,no,16,no,6.65028
11,47,yes,1,no,no,yes,male,no,16,no,6.9256
1,50,no,0,no,yes,yes,male,no,16,no,6.37161
2,49,no,0,no,yes,yes,male,no,16,no,6.72143
3,49,no,0,no,yes,yes,male,no,16,no,6.75344
4,48,no,0,no,yes,no,male,no,16,no,7.24423
5,43,no,0,no,yes,no,male,no,16,no,7.24423
6,50,no,0,no,yes,no,male,no,16,no,7.1107
7,47,no,0,no,yes,no,male,no,16,no,7.31322
9,47,no,1,no,yes,yes,male,no,16,no,6.55108
10,38,no,1,no,yes,yes,male,no,16,no,6.78672
11,48,no,1,no,yes,yes,male,no,16,no,6.88038
12,48,no,1,no,yes,yes,male,no,16,no,6.96885
13,48,no,1,no,yes,yes,male,no,16,no,7.03703
14,48,no,1,no,yes,yes,male,no,16,no,7.00125
15,49,no,1,no,yes,yes,male,no,16,no,7.27932
37,47,no,0,no,yes,yes,male,yes,12,yes,6.47697
38,47,no,0,no,yes,yes,male,yes,12,yes,6.56526
39,47,no,0,no,yes,yes,male,yes,12,yes,6.55108
40,52,no,0,no,yes,yes,male,yes,12,yes,6.55108
41,47,no,0,no,yes,yes,male,yes,12,yes,6.74524
42,47,no,0,no,yes,yes,male,yes,12,yes,6.86171
43,47,no,0,no,yes,yes,male,yes,12,yes,7.00307
21,32,yes,1,no,yes,yes,male,yes,9,no,6.05912
22,47,yes,1,no,yes,yes,male,yes,9,no,6.03548
23,50,yes,1,no,yes,yes,male,yes,9,no,6.07993
24,48,yes,1,no,yes,yes,male,yes,9,no,6.16121
25,48,yes,1,no,yes,yes,male,yes,9,no,6.31897
26,41,yes,1,no,yes,yes,male,yes,9,no,6.27099
27,45,yes,1,no,yes,yes,male,yes,9,no,6.44413
31,46,yes,1,no,yes,yes,male,yes,11,no,6.46459
32,43,no,1,no,yes,yes,male,yes,11,no,6.53233
33,46,no,1,no,yes,yes,male,yes,11,no,6.608
34,46,no,1,no,yes,yes,male,yes,11,no,6.60394
35,46,yes,1,no,yes,yes,male,yes,11,no,6.80239
36,46,no,1,no,yes,yes,male,yes,11,no,6.90675
37,46,no,1,no,yes,yes,male,yes,11,no,7.0184
5,47,yes,0,yes,no,yes,male,no,12,no,5.61677
6,51,yes,1,yes,no,yes,male,no,12,no,6.00141
7,38,yes,1,yes,no,yes,male,no,12,no,6.12687
8,38,yes,1,yes,no,yes,male,no,12,no,6.1203
9,45,yes,1,yes,no,yes,male,no,12,no,6.23048
10,48,yes,1,yes,no,yes,male,no,12,no,6.30079
11,43,yes,1,yes,no,yes,male,no,12,no,6.36647
28,47,yes,1,no,yes,yes,male,yes,12,no,6.49224
29,47,yes,1,no,yes,yes,male,yes,12,no,6.62936
30,47,yes,1,no,yes,yes,male,yes,12,no,6.66185
31,46,yes,1,no,yes,yes,male,yes,12,no,6.65929
32,46,yes,1,no,yes,yes,male,yes,12,no,6.75693
33,45,yes,1,no,yes,yes,male,yes,12,no,6.82437
34,46,yes,1,no,yes,yes,male,yes,12,no,6.90776
7,27,no,0,no,no,yes,male,no,17,no,6.55108
8,52,no,0,no,no,yes,male,no,17,no,6.63332
9,50,no,0,no,no,yes,male,no,17,no,6.70319
10,52,no,0,no,no,yes,male,no,17,no,6.79122
11,50,no,0,no,no,yes,male,no,17,no,6.85646
12,50,no,0,no,no,yes,male,no,17,no,7.06902
13,50,no,0,no,no,yes,male,no,17,no,7.37776
8,50,no,0,no,yes,no,female,no,14,no,6.39693
9,50,no,0,no,yes,no,female,no,14,no,6.39693
10,50,no,0,no,yes,no,female,no,14,no,6.47697
11,47,no,0,no,yes,no,female,no,14,no,6.62007
12,50,no,0,no,yes,no,female,no,14,no,6.74524
13,49,no,0,no,yes,no,female,no,14,no,6.7901
14,49,no,0,no,yes,no,female,no,14,no,6.88551
14,36,no,0,yes,yes,no,female,no,16,no,5.96615
15,39,no,0,yes,yes,no,female,no,16,no,6.10925
16,36,no,0,yes,yes,no,female,no,16,no,6.30992
17,38,no,0,yes,yes,no,female,no,16,no,6.39693
18,36,no,0,yes,yes,no,female,no,16,no,6.46925
19,37,no,0,yes,yes,no,female,no,16,no,6.51471
20,38,no,0,yes,yes,no,female,no,16,no,6.62007
10,49,yes,1,no,no,yes,male,yes,12,no,6.2106
11,48,yes,1,no,no,yes,male,yes,12,no,6.29157
12,49,yes,1,no,no,yes,male,yes,12,no,6.41017
13,49,yes,1,no,no,yes,male,yes,12,no,6.47697
14,49,yes,1,no,no,yes,male,yes,12,no,6.57088
15,47,yes,1,no,no,yes,male,yes,12,no,6.67708
16,44,yes,1,no,no,yes,male,yes,12,no,6.77194
15,50,yes,0,no,yes,yes,male,yes,10,no,6.64639
16,48,yes,0,no,yes,yes,male,yes,10,no,6.69084
17,42,yes,0,no,yes,yes,male,yes,10,no,6.69084
18,40,yes,0,no,yes,yes,male,yes,10,no,6.86693
19,48,yes,0,no,yes,yes,male,no,10,no,6.30992
20,36,yes,0,no,yes,yes,male,no,10,no,6.81892
21,50,yes,0,no,yes,yes,male,no,10,no,7.02909
3,37,no,0,no,yes,yes,male,no,17,no,6.82979
4,36,no,0,no,yes,yes,male,yes,17,no,6.85646
5,38,no,0,no,yes,yes,male,yes,17,no,6.90776
6,42,no,0,no,yes,yes,male,no,17,no,6.95655
7,46,no,0,no,yes,yes,male,yes,17,no,7.00307
8,45,no,0,no,yes,yes,male,yes,17,no,7.09008
9,38,no,0,no,yes,yes,male,yes,17,no,7.18917
3,50,no,0,no,no,yes,male,yes,13,no,6.05209
4,48,yes,0,no,no,no,male,yes,13,no,6.62007
5,49,yes,0,no,no,no,male,yes,13,no,6.76849
6,48,yes,0,no,no,yes,male,yes,13,no,6.77422
7,48,yes,0,no,no,yes,male,yes,13,no,6.88244
8,48,yes,0,no,no,yes,male,yes,13,no,6.97073
9,48,yes,0,no,no,yes,male,yes,13,no,7.06902
4,49,yes,1,yes,yes,no,male,yes,12,no,6.4677
5,52,yes,1,yes,yes,no,male,yes,12,no,6.55108
6,50,yes,1,yes,yes,no,male,yes,12,no,6.55108
7,48,yes,1,yes,yes,no,male,yes,12,no,6.65929
8,46,yes,1,yes,yes,no,male,yes,12,no,6.68461
9,47,yes,1,yes,yes,no,male,yes,12,no,6.74524
10,47,yes,1,yes,yes,no,male,yes,12,no,6.86693
27,46,no,0,no,yes,yes,male,no,17,no,6.90575
28,45,no,0,no,yes,yes,male,no,17,no,6.90575
29,50,no,0,no,yes,yes,male,no,17,no,7.31255
30,46,no,0,no,yes,yes,male,no,17,no,7.31322
31,50,no,0,no,yes,yes,male,no,17,no,7.40853
32,51,no,0,no,yes,yes,male,no,17,no,7.39879
33,48,no,0,no,yes,yes,male,no,17,no,7.6256
30,37,no,0,yes,no,yes,male,no,17,no,6.10925
31,48,no,0,yes,no,yes,male,no,17,no,6.19236
32,36,no,0,yes,no,yes,male,no,17,no,6.25383
33,37,no,0,yes,no,yes,male,no,17,no,6.25383
34,36,no,0,yes,no,yes,male,no,17,no,6.42972
35,37,no,0,yes,no,yes,male,no,17,no,6.47697
36,36,no,0,yes,no,yes,male,no,17,no,6.55108
12,29,no,1,no,yes,yes,male,yes,12,no,6.28227
13,44,no,1,no,yes,yes,male,yes,12,no,6.54391
14,39,no,1,no,yes,yes,male,yes,12,no,6.4892
15,48,yes,0,no,yes,yes,male,yes,12,no,6.58203
16,45,yes,0,no,yes,yes,male,yes,12,no,6.80239
17,28,yes,0,no,yes,yes,male,yes,12,no,6.88755
18,47,yes,0,no,yes,yes,male,yes,12,no,6.82979
10,49,yes,0,yes,no,yes,male,no,4,no,5.4161
11,40,yes,0,yes,no,yes,male,no,4,no,5.52146
12,39,yes,0,yes,no,yes,male,no,4,no,5.61677
13,47,yes,1,yes,no,yes,male,no,4,no,5.94017
14,51,yes,1,yes,no,yes,male,no,4,no,6.06843
15,49,yes,1,yes,no,yes,male,no,4,no,6.17794
16,48,yes,1,yes,no,yes,male,no,4,no,6.2653
8,51,yes,1,yes,no,yes,male,no,12,no,5.68017
9,52,no,1,yes,no,yes,male,no,12,no,5.81413
10,52,yes,1,yes,no,yes,male,no,12,no,5.72359
11,41,yes,1,yes,no,yes,male,yes,12,no,6.21261
12,51,yes,1,yes,no,yes,male,yes,12,no,6.37843
13,50,yes,1,yes,no,yes,male,yes,12,no,6.4599
14,48,yes,1,yes,no,yes,male,yes,12,no,6.56386
27,50,yes,0,yes,yes,yes,male,yes,12,no,6.90575
28,49,yes,0,yes,yes,yes,male,yes,12,no,6.90575
29,52,yes,0,yes,yes,yes,male,yes,12,no,7.03878
30,50,yes,0,yes,yes,yes,male,yes,12,no,7.10661
31,50,yes,0,yes,yes,yes,male,yes,12,no,7.21891
32,50,yes,0,yes,yes,yes,male,yes,12,no,7.27932
33,50,yes,0,yes,yes,yes,male,yes,12,no,7.31986
